name,street,village_id,user_id
Manggisan 11,Sungai Tengah,139,630
Manggisan 12,Sungai Tengah,139,631
Manggisan 13,Sung. Tengah,139,632
Manggisan 14,Sung. Tengah,139,633
Manggisan 15,Sung. Tengah,139,634
Manggisan 16,Sung. Tengah,139,635
Manggisan I,Krajan,139,636
MANGGISAN I,KRAJAN MANGGISAN,139,637
MANGGISAN III,KRAJAN MANGGISAN,139,638
MANGGISAN IV,KRAJAN,139,639
Patemon 01,Curahputih,140,640
Patemon 02,Curahputih,140,641
Patemon 03,Curahputih,140,642
Patemon 04,Krajan,140,643
Patemon 05,Krajan,140,644
Patemon 06,Krajan,140,645
Patemon 07,Krajan,140,646
Patemon 08,Krajan,140,647
Karya Indah,Tegalparon,137,648
Karya Raya,Tegal Paron,137,649
Sidomekar,Krajan Selodakon,137,650
Sumber Alam,Krajan Selodakon,137,651
Sumber Langon,Tegalparon,137,652
Tani Lumayan,Jln Winoto Krajan Selodakon,137,653
Wonogiri,Tegal Paron,137,654
Delima Putih,Krajan,134,655
Delima Ungu,Krajan,134,656
Nusa Indah,Teko'an,134,657
Sinar Mulia,Krajan,134,658
Maskanul Zuruk I,Curah Bamban,135,659
Maskanul Zuruk II,Krajan,135,660
Maskanul Zuruk III,Krajan,135,661
Maskanul Zuruk IV,Crh Bamban,135,662
Maskanul Zuruk IX,Krajan,135,663
Maskanul Zuruk V,Crh Bamban,135,664
Maskanul Zuruk VI,Krajan,135,665
Maskanul Zuruk VII,Crh Bamban,135,666
Maskanul Zuruk VIII,Krajan,135,667
Maskanul Zuruk X,Rowotapen,135,668
Maskanul Zuruk XI,Crh Bamban,135,669
Maskanul Zuruk XII,Crh Bamban,135,670
Harapan Jaya,Tampingan,129,671
Ngudi Lestari,Lanasan,129,672
Ngudi Luhur,Krajan,129,673
Ngudi Makmur,Krajan,129,674
Ngudi Rukun,Dusun Pace,129,675
Ngudi Sejati,Tampingan,129,676
Bukit Barisan I,Krajan,133,677
Bukit Barisan II,Krajan,133,678
Kedung Jaya,Kedungiler,133,679
Puring Jaya,Puring,133,680
Gemah Ripah,Krajan,131,681
Mekar Sari,Krajan,131,682
Sagaran Makmur I,Sagaran,131,683
Sagaran Makmur II,Sagaran,131,684
Soponyono,Krajan,131,685
Tempuran Jaya I,Tempuran,131,686
Tempuran Jaya II,Tempuran,131,687
Fajar Jaya,Krajan,130,688
Ploti Jaya,Darungan,130,689
Sido Dadi,Jatikoong,130,690
Sido Makmur,Krajan,130,691
Sukawati,Jatikoong,130,692
Tani Makmur,Darungan,130,693
Wonokoyo,Jatikoong,130,694
Margo Makmur,Krajan,132,695
Pakisan Makmur,Pakisan,132,696
Pasirian Jaya I,Pasirian,132,697
Pasirian Jaya II,Pasirian,132,698
Sumber Mas,Krajan,132,699
Manggungan Jaya,Manggungan,128,700
Rukun Makmur,Krajan,128,701
Rukun Santoso,Krajan,128,702
Rukun Sejati,Krajan,128,703
Tani Makmur,Karanganom,128,704
Tani Rahayu,Karanganom,128,705
Tani Sejati,Karanganom,128,706
Tirto Bening,Karang Anom,128,707
Tirto Manis,Krajan,128,708
Tirto Wono,Congapan,128,709
Margo Mulyo,Krajan,127,710
Suka Damai,Sumberuling,127,711
Suka Maju,Racekan,127,712
Sumber Buah,Sumber Kijing,127,713
Sumber Pele,Wedusan,127,714
Tani Makmur,Pakeman,127,715
Barokah,Gondosari,125,716
Sido Mukti,Sadengan,125,717
Sri Rejeki,Krajan,125,718
Sumber Makmur,Krajan,125,719
Tani Jaya I,Sadengan,125,720
Tani Makmur,Gondosari,125,721
Tani Murni,Gondosari,125,722
Tani Subur,Krajan,125,723
Umbul Kembar,Sadengan,125,724
Ngudi Rejeki,Tambakrejo,124,725
Sido Dadi,Banjarjo Barat,124,726
Sido Makmur,Banjarjo Timur,124,727
Sido Rukun,Banjarjo Timur,124,728
Subur,Banjarjo Tengah,124,729
Tani Abadi,Banjarjo Barat,124,730
Tani Mulyo,Banjarjo Timur,124,731
Baru Muncul,Tunggangan,126,732
Harapan Jaya I,Krajan Lor,126,733
Harapan Jaya II,Krajan Lor,126,734
Ngudi Makmur I,Sumberejo,126,735
Ngudi Makmur II,Sumberejo,126,736
Suka Bangun I,Krajan Kidul,126,737
Suka Bangun II,Tunggangan,126,738
Sumber Rejeki,Krajan Kidul,126,739
Tani Makmur,Sumberjo,126,740
BAROKAH I,Dusun Krajan II RT/RW 001/030 Desa Jombang Kec. Jombang,119,741
BAROKAH II,DESA JOMBANG,119,742
BAROKAH III,JOMBANG,119,743
GADING MAS 1,KRAJAN III JOMBANG,119,744
GADING MAS 2,DESA JOMBANG,119,745
MARGI RAHAYU 1,Dusun Krajan II Desa Jombang Kec. Jombang Kab. Jember,119,746
MARGI RAHAYU 2,DESA JOMBANG,119,747
MARGI RAHAYU 3,KRJ III 001/027 JOMBANG,119,748
TANI ADIL 1,DESA JOMBANG,119,749
TANI ADIL 2,KRAJAN III JOMBANG,119,750
TANI MULYO 2,DESA JOMBANG,119,751
TANI MULYO I,KRJAN I RT 03/ RW 010 DESA JOMBANG KECAMATAN JOMBANG JEMBER,119,752
TANI SUBUR 2,DESA JOMBANG,119,753
TANI SUBUR I,Dusun Krajan III Desa Jombang Kec. Jombang Kab. Jember,119,754
TEKUN,KARAJAN 1 JOMBANG KEC. JOMBANG KAB. JEMBER,119,755
NGUDI REJEKI,Dusun Krajan III Desa Keting Kec. Jombang,118,756
SIDODADI DUA,Dusun Krajan I Desa Keting Kec. Jombang,118,757
TANI RUKUN,Dusun Keting desa Keting Kec. Jombang,118,758
BINA KARYA,DESA NGAMPELREJO KEC. JOMBANG KAB. JEMBER,121,759
HANDAYANI,KRAJAN I DESA NGAMPELREJO KEC. JOMBANG KAB. JEMBER,121,760
KARYA TANI,DESA NGAMPELREJO KEC. JOMBANG KAB. JEMBER,121,761
NGUDI MAKMUR,DESA NGAMPELREJO KEC. JOMBANG KAB. JEMBER,121,762
TANI RUKUN,DESA NGAMPELREJO KEC. JOMBANG KAB. JEMBER,121,763
DEWI MURNI,KRAJAN I DESA PADOMASAN - JOMBANG - JEMBER,120,764
DEWI SRI,WRINGINSARI DESA PADOMASAN - JOMBANG - JEMBER,120,765
GEMAH RIPAH,WRINGINSARI DESA PADOMASAN - JOMBANG - JEMBER,120,766
KARYA TANI,KRAJAN II DESA PADOMASAN - JOMBANG - JEMBER,120,767
LOH JINAWI,KRAJAN II DESA PADOMASAN - JOMBANG - JEMBER,120,768
SIDODADI I,wringinsari Desa Padomasan - JOMBANG - JEMBER,120,769
SUMBER JAYA,KRAJAN II DESA PADOMASAN - JOMBANG - JEMBER,120,770
SUMBER REJEKI,Dusun WRINGINSARI DESA PADOMASAN - JOMBANG - JEMBER,120,771
TANI ADIL,KRAJAN I DESA PADOMASAN KEC JOMBANG - JEMBER,120,772
SRI SEDONO,Dsn. SARIAGUNG DESA SARIMULYO,123,773
SUMBER MAKMUR,SARIONO RT/RW 007/002 SARIMULYO JOMBANG,123,774
SUMBER PANGAN,SARIONO RT/RW 010/003 SARIMULYO JOMBANG,123,775
TANI MULYO,DUSUN SARIAGUNG -SARIMULYO - JOMBANG - JEMBER,123,776
BHAKTI MAKMUR,Dsn.Krajan Rt 02 Rw 37 desa wringinagung,122,777
BUMI MAKMUR,Jl.Jeruk Dsn Pondok Jeruk Rt 001 Rw 016 wringinagung,122,778
HARAPAN MAKMUR,Dsn.Krajan Rt 02 Rw 29 WRINGINAGUNG,122,779
KARYA MAKMUR,Dsn.Ponkdokwaluh Rt 01 Rw 08 WRINGINAGUNG,122,780
LUHUR MAKMUR,Dsn.Krajan Rt 01 Rw 38 WRINGINAGUNG,122,781
PUJI MAKMUR,Dsn.Krajan Rt 02 Rw 29 WRINGINAGUNG,122,782
RUKUN MAKMUR,Dsn.Ponkdokjeruk Rt 02 Rw 27 WRINGINAGUNG,122,783
SEKAR MAKMUR,Dsn.Ponkdokjeruk Rt 01 Rw 29 WRINGINAGUNG,122,784
SIDO MAKMUR,Dsn.Ponkdokwaluh Rt 02 Rw 09 WRINGINAGUNG,122,785
SUBUR MAKMUR,Jl.Apel Dsn.Pondok jeruk Rt 001 Rw 016 WRINGINAGUNG,122,786
TANI MAKMUR,Dsn.Ponkdokwaluh Rt 02 Rw 13 WRINGINAGUNG,122,787
Karya Makmur,Dusun Jatian,117,788
Madu Ratna,Krajan,117,789
Tani Rahayu,Jatian,117,790
Harapan tani,Pdk Rampal,116,791
Karya Tani,Songon,116,792
Mardi Karyo,Songon,116,793
Margo Rukun,Pdk Rampal,116,794
Rukun Santoso,Pdk Rampal,116,795
SETIA TANI,DUSUN PONDOKRAMPAL,116,796
Sido Rukun,Songon,116,797
Sidodadi,Songon,116,798
Sumber Rejeki,Pdk Rampal,116,799
TANI MAJU,DUSUN SONGON DESA PONDOKJOYO,116,800
Tani Makmur,DUSUN PONDOKRAMPAL DESA PONDOKJOYO KEC. SEMBORO,116,801
Bakti Agung,Krajan,112,802
Dewi Agung,Wonosari,112,803
Sari Agung I,Krajan,112,804
Sari Agung II,Wonosari,112,805
Sekar Agung,Wonosari,112,806
Sri Agung,Krajan,112,807
Karya Tani I,Semboro Pasar,113,808
Karya Tani II,Semboro Pasar,113,809
Marsudi Mulyo,Semboro Lor,113,810
Marsudi Raharjo,Semboro Lor,113,811
Pangudi Luhur I,Semboro Kidul,113,812
Pangudi Luhur II,Semboro Kidul,113,813
Pangudi Luhur III,Semboro Kidul,113,814
Sido Makmur,Semboro Lor,113,815
Suka Maju,Semboro Lor,113,816
Babatan 1,Babatan,114,817
Babatan 2,Babatan,114,818
Babatan 3,Babatan,114,819
Besuki Kidul 1,Besuki,114,820
Besuki Kidul 2,Besuki,114,821
Besuki Kidul 3,Besuki,114,822
Besuki Lor 1,Besuki,114,823
Besuki Lor 2,Besuki,114,824
Beteng Kulon 1,Beteng,114,825
Beteng Kulon 2,Beteng,114,826
Beteng Kulon 3,Beteng,114,827
Beteng Wetan 1,Beteng,114,828
Beteng Wetan 2,Beteng,114,829
Blok Gapuro 1,Besuki,114,830
Blok Gapuro 2,Besuki,114,831
Mutiara,beteng,114,832
JAYA HARTA I,PUCUAN - SIDOMULYO,115,833
JAYA HARTA II,ROWOTENGU - SIDOMULYO,115,834
JAYA HARTA III,ROWOTENGU -SIDOMULYO,115,835
JAYA HARTA IV,ROWOTENGU - SIDOMULYO,115,836
PUCU AN JAYA I,PUCU'AN - SIDOMULYO,115,837
PUCU AN JAYA II,PUCU'AN - SIDOMULYO,115,838
PUCU AN JAYA III,PUCU'AN - SIDOMULYO,115,839
PUCU AN JAYA IV,PUCU'AN - SIDOMULYO,115,840
TANI JAYA I,ROWOTENGU - SIDOMULYO,115,841
TANI JAYA II,ROWOTENGU - SIDOMULYO,115,842
TANI JAYA III,ROWOTWNGU - SIDOMULYO,115,843
TANI MAKMUR I,ROWOTENGU -SIDOMULYO,115,844
TANI MAKMUR II,ROWOTENGU - SIDOMULYO,115,845
TANI MAKMUR III,ROWOTENGU - SIDOMULYO,115,846
UTAMA I,PUCU'AN - SIDOMULYO,115,847
UTAMA II,ROWOTENGU - SIDOMULYO,115,848
BAROKAH TANI,Dusun Padangrejo RT 003 RW 002 Desa Gadingrejo Kec. Umbulsari,108,849
HASIL TANI,Dsn krajan utara RT 006 RW 003 gadingrejo,108,850
NIKMAT TANI,Dusun Padangrejo RT 002 RW 002 Desa Gadingrejo Kec. Umbulsari,108,851
RUKUN TANI,Dusun Krajan utara RT 001 RW 004 Desa Gadingrejo Kec. Umbulsari,108,852
SUMBER TANI,Dusun Padangrejo RT 001 RW 001 Desa Gadingrejo Kec. Umbulsari,108,853
TANI JAYA,Dusun Krajan utara RT 006 RW 003 Desa Gadingrejo Kec. Umbulsari,108,854
TANI MAKMUR,Dusun Padangrejo RT 002 RW 001 Desa Gadingrejo Kec. Umbulsari,108,855
WISMA TANI,Dusun Krajan selatan RT 004 RW 006 Desa Gadingrejo Kec. Umbulsari,108,856
DARMA BHAKTI,Dusun Gununglincing RT 002 RW 004 Desa Gunungsari kec. Umbulsari,103,857
KARYA BHAKTI,Dsn.Banjarrejo Rt 002 Rw 007 desa gunungsari kec. umbulsari,103,858
SEJAHTERA I,Dusun Banjarsari RT 002 RW 012 Desa Gunungsari Kec. Umbulsari,103,859
SEJAHTERA II,Dusun Banjarsari RT 002 RW 012 Desa Gunungsari Kec. Umbulsari,103,860
SEJAHTERA III,Dusun Banjarsari RT 003 RW 012 Desa Gunungsari Kec. Umbulsari,103,861
SETIA JAYA,Dusun Banjarejo RT 005 RW 007 Desa Gunungsari Kec. Umbulsari,103,862
SETIA JAYA I,Dusun Gunglincing RT 001 RW 005 Desa Gunungsari Kec. Umbulsari,103,863
TANI MAKMUR,Dusun Banjarejo RT 004 RW 004 Desa Gunungsari Kec. Umbulsari,103,864
RUKUN MAKMUR I,DESA MUNDUREJO,111,865
RUKUN MAKMUR II,DESA MUNDUREJO,111,866
RUKUN MAKMUR III,DESA MUNDUREJO,111,867
RUKUN MAKMUR IV,DESA MUNDUREJO,111,868
RUKUN MAKMUR V,DESA MUNDUREJO,111,869
RUKUN MAKMUR VI,DESA MUNDUREJO,111,870
RUKUN MAKMUR VII,DESA MUNDUREJO,111,871
RUKUN MAKMUR VIII,DESA MUNDUREJO,111,872
BINA TANI,DUSUN TEGAL BARU RT 002 RW 025 DESA PALERAN KECAMATAN UMBULSARI,106,873
KARYA TANI,KARANGREJO RT 003/020 DESA PALERAN KECAMATAN UMBULSARI KABUPATEN JEMBER,106,874
KARYA UTAMA,DUSUN KARANGREJO RT 001 RW 021 PALERAN,106,875
RAHARJO I,DUSUN KRAJAN WETAN RT 001 RW 004 PALERAN KEC. UMBULSARI,106,876
RAHARJO III,DUSUN KRAJAN WETAN RT 003 RW 002 PALERAN KEC. UMBULSARI,106,877
RAHARJO IV,DUSUN KRAJAN WETAN RT 003 RW 006 PALERAN KEC. UMBULSARI,106,878
SERBA USAHA 2,DUSUN TEGAL BARU RT 001 RW 022 PALERAN KEC. UMBULSARI,106,879
SERBA USAHA I,DUSUN TEGAL BARU RT 003 RW 025 PALERAN KEC. UMBULSARI,106,880
SERBA USAHA III,DUSUN TEGAL BARU RT 001 RW 024 PALERAN KEC. UMBULSARI,106,881
SUGIH WARAS,DUSUN KRAJAN KULON RT 003 RW 008 PALERAN,106,882
SUMBER REJEKI I,DUSUN KARANGREJO RT 003 RW 019 PALERAN,106,883
SUMBER REJEKI II,DUSUN KRAJAN KULON RT 002 RW 012 PALERAN,106,884
SUMBER REJEKI III,DUSUN KRAJAN KULON RT 003 RW 009 PALERAN,106,885
SUMBER REJEKI IV,DUSUN KRAJAN KULON RT 002 RW 016 PALERAN KEC. UMBULSARI,106,886
SUMBER URIP,"DUSUN KRAJAN WETAN RT 002 RW 004 PALERAN KEC, UMBULSARI",106,887
TANI MAKMUR,DUSUN KRAJAN KULON RT 002 RW 010 DESA PALERAN KECAMATAN UMBULSARI,106,888
SIDOMULYO I,SIDOREJO,109,889
SIDOMULYO II,SIDOREJO,109,890
SIDOMULYO III,SIDOREJO,109,891
SIDOMULYO IV,SIDOREJO,109,892
SIDOMULYO V,SIDOREJO,109,893
SIDOMULYO VI,SIDOREJO,109,894
LESTARI I,SUKORENO,102,895
LESTARI II,SUKORENO,102,896
LESTARI III,SUKORENO,102,897
LOH JINAWI I,DESA SUKORENO,102,898
LOH JINAWI II,SUKORENO,102,899
LOH JINAWI III,SUKORENO,102,900
SUMBER MAKMUR I,DESA SUKORENO KEC UMBULSARI,102,901
SUMBER MAKMUR II,DESA SUKORENO KEC UMBULSARI,102,902
SIDOMUKTI,tanjungsari umbulsari,105,903
SRI REJEKI,TANJUNGSARI KECAMATAN UMBULSARI,105,904
SRI TANJUNG I,dUSUN PURWOSARI DESA TANJUNGSARI UMBULSARI,105,905
SRI TANJUNG II,DUSUN PURWOSARI DESA TANJUNGSARI KECAMATAN UMBULSARI KBUPATEN JEMBER,105,906
SUMBER BUMI,DUSUN KEBONSARI DESA TANJUNGSARI KECAMATAN UMBULSARI KBUPATEN JEMBER,105,907
SUMBER MULYO,DUSUN PURWOSARI DESA TANJUNGSARI KECAMATAN UMBULSARI KBUPATEN JEMBER,105,908
TANI MAKMUR,DUSUN KEBONSARI DESA TANJUNGSARI KECAMATAN UMBULSARI KBUPATEN JEMBER,105,909
DEWI SRI,DUSUN KRANGKONGAN DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,910
EKA JAYA,DUSUN JATILAWANG DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,911
LESTARI,DUSUN KRANGKONGAN DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,912
NGUDI MAKMUR,DUSUN KRANGKONGAN DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,913
RAHAYU,DUSUN JATISONGO DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,914
SRI GADING,DUSUN jATISONGO DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,915
SRI TIRTO ASRI,DUSUN Jatisongo RT 02 RW 02 DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,916
TANI RUKUN,DUSUN JATILAWANG DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,917
TANI SUBUR,DUSUN JATILAWANG DESA TEGALWANGI KEC.UMBULSARI KAB.JEMBER,110,918
ARJUNA,Dsn.Krajan RT 08 RW 04,107,919
MUKTISARI,Dsn.Krajan RT 014 RW 07,107,920
SAHABAT TANI,Dsn.Krajan RT 01 RW 01,107,921
SUMBER URIP,Dusun Sidomulyo RT 001 RW 008 Umbulrejo,107,922
HARAPAN JAYA,UMBULSARI,104,923
LESTARI,UMBULSARI,104,924
RUKUN TANI,UMBULSARI,104,925
SUMBER MAKMUR,UMBULSARI,104,926
SUMBER REJEKI,DUSUN WONOROTO DESA UMBULSARI,104,927
TANI JAYA,UMBULSARI,104,928
BUDI LUHUR,Dusun Tempuran Desa Cakru Kec. Kencong Kab. Jember,2,929
KARYA BAKTI,Dusun Gondangrejo Desa Cakru Kec. Kencong Kab. Jember,2,930
KWT Budi Asih,RT 002 RW 002 Dusun Tempuran Desa Cakru Kec. Kencong Kab. Jember,2,931
MADU KISMO,Dusun Tempuran Desa Cakru Kec. Kencong Kab. Jember,2,932
MARGO UTOMO,Dusun Gondangrejo Desa Cakru Kec. Kencong Kab. Jember,2,933
SARI ASIH,Dusun Igir-Igir Desa Cakru Kec. Kencong Kab. Jember,2,934
SUMBER MAKMUR CAKRU,Dusun Krajan Desa Cakru Kec. Kencong Kab. Jember,2,935
TANI MAKMUR,Dusun Krajan Desa Cakru Kec. Kencong Kab. Jember,2,936
TANI SUBUR,Dusun Igir-Igir Desa Cakru Kec. Kencong kab. Jember,2,937
DEWI MURNI,DUSUN GUMUKBANJI DESA KENCONG KECAMATAN KENCONG KABUPATEN JEMBER,5,938
RUKUN JAYA,"DESA KENCONG, KECAMATAN KENCONG, KABUPATEN JEMBER",5,939
SIDODADI,"DUSUN PONDOKWALUH, DESA KENCONG, KECAMATAN KENCONG, KABUPATEN JEMBER",5,940
SUMBER HIDUP,"DESA KENCONG, KECAMATN KENCONG",5,941
SUMBER MAKMUR,"DESA KENCONG, KECAMATAN KENCONG",5,942
SUMBER REJEKI,"DESA KENCONG, KECAMATAN KENCONG, KABUPATEN JEMBER",5,943
TANI MAJU,"DUSUN PONJEN, DESA KENCONG, KECAMATAN KENCONG, KABUPATEN JEMBER",5,944
HARAPAN,DUSUN SIDONGANTI DESA KRATON,3,945
HARAPAN JAYA,DUSUN MUNENG DESA KARTON KEC. KENCONG KAB. JEMBER,3,946
KARYA MAKMUR,DUSUN SIDONGANTI DESA KRATON KEC. KENCONG KAB JEMBER,3,947
KWT SEKAR KEDATON,DESA KRATON KEC. KENCONG KAB. JEMBER JAWA TIMUR,3,948
LESTARI,DUSUN SIDONGANTI DESA KRATON KEC KENCONG KAB JEMBER,3,949
RUKUN TANI,DUSUN KEDNGLANGKAP DESA KRATON KEC KENCONG KAB. JEMBER,3,950
TANI SUBUR,DUSUN KRAJAN DESA KRATON KEC. KENCONG KAB JEMBER,3,951
HARAPAN JAYA,Dusun Bulurejo Desa Paseban Kec. Kencong Kab. Jember,1,952
KARYA MAKMUR,Dusun Paseban Desa Paseban Kec. Kencong Kab. Jember,1,953
KWT Margi Utami,Dusub Sidomulyo Desa Paseban Kec. Kencong Kab. Jember,1,954
MARGO UTOMO,Dusun Sidomulyo desa Paseban Kec. Kencong Kab. Jember,1,955
PASIR MAS,Dusun Paseban Desa Paseban Kec. Kencong kab. Jember,1,956
SARI ALAM,Dusun Balekambang Desa Paseban Kec. Kencong Kab. Jember,1,957
SEDERHANA,Dusun Sidomulyo Desa Paseban Kec. Kencong Kab. Jember,1,958
SIDODADI,Dusun Bulurejo Desa Paseban Kec. Kencong Kab. Jember,1,959
SRI LESTARI,Dusun Balekambang Desa Paseban Kec. Kencong Kab. Jember,1,960
DEWI SRI,DESA WONOREJO KEC. KENCONG,4,961
GEMAH RIPAH,DESA WONOREJO KEC. JOMBANG,4,962
HARAPAN TANI,DUSUN SIDORENO DESA WONOREJO KENCONG,4,963
KAYU MANIS,DESA WONOREJO KEC. JOMBANG,4,964
KWT SRIKANDI MANDIRI,DUSUN KRAJAN A RT 003 RW 005 WONOREJO KENCONG,4,965
MARDI TANI,DUSUN GUMUKBANJI DESA WONOREJO KECAMATAN KENCONG KAB. JEMBER,4,966
Ngudi Kaweruh,DUSUN KRAJAN B DESA WONOREJO KEC. KENCONG KAB. JEMBER,4,967
NGUDI MAKMUR,DUSUN KRAJAN B DESA WONOREJO KEC. KENCONG KAB. JEMBER,4,968
NGUDI MULYO,DUSUN GUMUKBANJI DESA WONOREJO KEC. KENCONG,4,969
NGUDI REJEKI,DESA WONOREJO KEC. KENCONG,4,970
RUKUN TANI,DUSUN PONJEN DESA WONOREJO KEC KENCONG KAB JEMBER,4,971
RUKUN TANI 2,DUSUN PONJEN DESA WONOREJO,4,972
SEGER WARAS,DESA WONOREJO KEC. KENCONG,4,973
SETIYO LUHUR,DUSUN SIDORNO DESA WONOREJO KEC. KENCONG KAB JEMBER,4,974
SIDO MAKMUR,DUSUN GUMUKBSNJI DESA WONOREJO KEC. KENCONG KAB. JEMBER,4,975
TANI MULYO,DUSUN PONJEN DESA WONOREJO KEC. KENCONG KAB JEMBER,4,976
TANI RAHAYU,DUSUN JATISARI DESA WONOREJO KEC. KENCONG KAB. JEMBER,4,977
TANI WIDODO,DUSUN JATISARI DESA WOMOREJO KEC. KENCONG KAB. JEMBER,4,978
TANI MULYO 1,DESA BAGOREJO KEC. GUMUKMAS,9,979
TANI MULYO 2,DESA BAGOREJO KEC. GUMUKMAS,9,980
TANI MULYO 3,DESA BAGOREJO KEC. GUMUKMAS,9,981
TANI MULYO 4,DESA BAGOREJO KEC. GUMUKMAS,9,982
TANI MULYO 5,DESA BAGOREJO KEC. GUMUKMAS,9,983
TANI MULYO 6,DESA BAGOREJO KEC. GUMUKMAS,9,984
DEWI SRI,dusun krebet Rt 002 Rw 015 desa gumukmas kec gumukmas kab jember,10,985
KARYA TANI,dusun jatiagung Rt 002 Rw 024 Desa gumukmas kec gumukmas kab jember,10,986
LANGGENG JAYA,Rt 002 Rw 022 dusun jatiagung desa gumukmas kec gumukmas,10,987
PULOREJO,Dusun jatiagung Rt 002 Rw 025 desa gumukmas kec gumukmas.,10,988
RAHARJO,dusun jatiagung Rt 001 Rw 029 desa Gumukmas Kec Gumukmas,10,989
RAHAYU,Dusun gumukmas Rt 002 Rw 005 desa gumukmas,10,990
RUKUN TANI,Dusun krebet Rt 001 Rw 013 desa gumukmas,10,991
SAHABAT TANI,dusun kebonan Rt 002 Rw 006 desa gumukmas.,10,992
SERBA USAHA,dusun krebet Rw 002 Rt 016 desa gumukmas,10,993
SIDO MAKMUR,dusun jatiagung Rt 004 Rw 022 desa gumukmas kec gumukmas kab jember,10,994
SUBUR MAKMUR,Dusun jatiagung Rt 003 Rw 024,10,995
SUMBER REJEKI,Dusun jatiagung Rt 001 Rw 022 desa gumukmas kec gumukmas,10,996
TANI MAKMUR,DUSUN JATIAGUNG DESA GUMUKMAS KEC. GMUKMAS,10,997
BAROKAH,DUSUN KARANGANYAR DESA KARANGREJO KEC. GUMUKMAS,236,998
SIDODADI,DESA KARANGREJO KEC. GUMUKMAS,236,999
TANI MEKAR,DESA KARANGREJO KEC. GUMUKMAS,236,1000
TANI MULYO VI,DESA KARANGREJO KECAMATAN GUMUKMAS,236,1001
TANI MULYO VII,DESA KARANGREJO KECAMATAN GUMUKMAS,236,1002
Krajan Makmur I,Dusun Krajan Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1003
Krajan Makmur II,Dusun Krajan Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1004
KRAJAN MAKMUR III,Dusun Krajan Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1005
NILA,Dusun Panggul Mlati Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1006
RAWIT JAYA,Dusun Panggul Mlati Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1007
TERATAI I,Dusun Jeni RW.008 Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1008
TERATAI II,Dusun Jeni RW.010 Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1009
WISMA TANI,Dusun Panggul Mlati Desa Kepanjen Kec. Gumukmas Kab. Jember,6,1010
KALIMALANG I,dsn. Kalimalang desa Mayangan kec. Gumukmas,7,1011
KALIMALANG II,dsn.Kali malang desa Mayangan kec. Gumukmas Kab. Jember,7,1012
KALIMALANG III,dsn Kalimalang desa Mayangan Kec. Gumukmas Kab. Jember,7,1013
Muneng Makmur I,dsn Muneng desa Mayangan Kec. Gumukmas Kab. Jember,7,1014
Muneng Makmur II,dsn. Muneng Desa Mayangan Kec. Gumukmas Kab. Jember,7,1015
Muneng Makmur III,dsn Muneng Desa Mayangan Kec. Gumukmas Kab Jember,7,1016
SUMBER TANI I,dsn Sumbersari desa Mayangan Kec. Gumukmas Kab. Jember,7,1017
SUMBER TANI II,dsn Sumbersari desa Mayangan Kec. Gumukmas Kab. Jember,7,1018
LANGGENG I,"dusun pulorejo,Rt 001 Rw 023 desa menampu kecamatan gumukmas",8,1019
LANGGENG II,Dusun Kedunglengkong Rt 001 Rw 001 Desa Menampu kec Gumukmas,8,1020
SUMBER BONDO I,Dusun Krajan Rt 002 Rw 008 Desa Menampu kec Gumukmas,8,1021
SUMBER BONDO II,Kedung Lengkong Rt 002 Rw 013 Desa Menampu Kec Gumukmas,8,1022
TANI RUKUN I,Dusun kapitan Rt 001 Rw 020 Desa Menampu kec Gumukmas,8,1023
TANI RUKUN II,Dusun Kapitan Rt 002 Rw 015 Desa Menampu kec Gumukmas,8,1024
NGUDI MULYO,DESA PURWOASRI KEC. GUMUKMAS,11,1025
SIDO AYEM,DESA PURWOASRI KEC. GUMUKMAS,11,1026
SIDODADI,DESA PURWOASRI KEC. GUMUKMAS,11,1027
TANI JAYA,DESA PURWOASRI KEC. GUMUKMAS,11,1028
TANI MAJU,DESA PURWOASRI KEC. GUMUKMAS,11,1029
TANI MAKMUR,DESA PURWOASRI KEC. GUMUKMAS,11,1030
TANI MULYO I,DESA PURWOASRI KEC. GUMUKMAS,11,1031
TANI MULYO II,DESA PURWOASRI KEC. GUMUKMAS,11,1032
NGUDI MAKMUR I,DESA TEMBOKREJO KEC. GUMUKMAS,12,1033
NGUDI MAKMUR II,DESA TEMBOKREJO KEC. GUMUKMAS,12,1034
NGUDI MAKMUR III,DESA TEMBOKREJO KECAMATAN GUMUKMAS,12,1035
